,Data,Time
635,5.61,2018-05-21 12:47:22.601693
636,5.61,2018-05-21 12:47:22.701886
637,5.6,2018-05-21 12:47:22.903836
638,5.61,2018-05-21 12:47:23.104053
639,5.6,2018-05-21 12:47:23.204343
640,5.62,2018-05-21 12:47:23.406982
641,5.48,2018-05-21 12:47:23.505539
642,5.23,2018-05-21 12:47:23.706045
643,5.06,2018-05-21 12:47:23.806261
644,4.91,2018-05-21 12:47:24.007956
645,4.88,2018-05-21 12:47:24.108149
646,4.75,2018-05-21 12:47:24.308919
647,4.68,2018-05-21 12:47:24.411611
648,4.63,2018-05-21 12:47:24.610126
649,4.57,2018-05-21 12:47:24.710592
650,4.58,2018-05-21 12:47:24.919049
651,4.48,2018-05-21 12:47:25.013707
652,4.46,2018-05-21 12:47:25.214322
653,4.43,2018-05-21 12:47:25.314696
654,4.39,2018-05-21 12:47:25.515550
655,4.4,2018-05-21 12:47:25.615990
656,4.33,2018-05-21 12:47:25.816833
657,4.32,2018-05-21 12:47:25.921460
658,4.3,2018-05-21 12:47:26.117843
659,4.28,2018-05-21 12:47:26.218121
660,4.28,2018-05-21 12:47:26.430981
661,4.24,2018-05-21 12:47:26.523548
662,4.22,2018-05-21 12:47:26.723947
663,4.2,2018-05-21 12:47:26.824150
664,4.19,2018-05-21 12:47:27.031513
665,4.18,2018-05-21 12:47:27.131688
666,4.18,2018-05-21 12:47:27.332269
667,4.14,2018-05-21 12:47:27.435880
668,4.12,2018-05-21 12:47:27.636510
669,4.1,2018-05-21 12:47:27.736977
670,4.12,2018-05-21 12:47:27.937888
671,4.12,2018-05-21 12:47:28.038129
672,4.08,2018-05-21 12:47:28.238581
673,4.06,2018-05-21 12:47:28.338900
674,4.04,2018-05-21 12:47:28.539390
675,4.06,2018-05-21 12:47:28.639575
676,4.06,2018-05-21 12:47:28.840020
677,4.02,2018-05-21 12:47:28.940966
678,4.01,2018-05-21 12:47:29.141172
679,4.0,2018-05-21 12:47:29.241377
680,4.0,2018-05-21 12:47:29.442158
681,4.03,2018-05-21 12:47:29.542224
682,3.96,2018-05-21 12:47:29.742742
683,3.96,2018-05-21 12:47:29.842953
684,3.96,2018-05-21 12:47:30.043476
685,3.95,2018-05-21 12:47:30.143682
686,3.93,2018-05-21 12:47:30.344602
687,3.91,2018-05-21 12:47:30.444869
688,3.89,2018-05-21 12:47:30.645261
689,3.86,2018-05-21 12:47:30.745457
690,3.83,2018-05-21 12:47:30.946334
691,3.81,2018-05-21 12:47:31.046580
692,3.81,2018-05-21 12:47:31.247070
693,3.8,2018-05-21 12:47:31.448011
694,3.81,2018-05-21 12:47:31.548176
695,3.8,2018-05-21 12:47:31.748700
696,3.81,2018-05-21 12:47:31.849127
697,3.81,2018-05-21 12:47:32.050019
698,3.81,2018-05-21 12:47:32.150260
699,3.81,2018-05-21 12:47:32.350722
700,3.82,2018-05-21 12:47:32.451048
701,3.82,2018-05-21 12:47:32.651472
702,3.82,2018-05-21 12:47:32.751724
703,3.8,2018-05-21 12:47:32.952211
704,3.78,2018-05-21 12:47:33.052370
705,3.77,2018-05-21 12:47:33.252829
706,3.77,2018-05-21 12:47:33.353346
707,3.78,2018-05-21 12:47:33.553764
708,3.77,2018-05-21 12:47:33.654204
709,3.78,2018-05-21 12:47:33.855189
710,3.78,2018-05-21 12:47:33.955276
711,3.8,2018-05-21 12:47:34.155708
712,3.82,2018-05-21 12:47:34.255940
713,3.83,2018-05-21 12:47:34.462722
714,3.84,2018-05-21 12:47:34.563006
715,3.85,2018-05-21 12:47:34.763529
716,3.87,2018-05-21 12:47:34.874433
717,3.87,2018-05-21 12:47:35.065049
718,3.89,2018-05-21 12:47:35.165543
719,3.91,2018-05-21 12:47:35.379727
720,3.93,2018-05-21 12:47:35.477849
721,3.94,2018-05-21 12:47:35.678578
722,3.95,2018-05-21 12:47:35.778962
723,3.96,2018-05-21 12:47:35.983398
724,3.98,2018-05-21 12:47:36.083669
725,3.99,2018-05-21 12:47:36.284213
726,4.0,2018-05-21 12:47:36.389498
727,4.02,2018-05-21 12:47:36.587241
728,4.02,2018-05-21 12:47:36.687815
729,4.04,2018-05-21 12:47:36.891617
730,4.06,2018-05-21 12:47:36.991508
731,4.07,2018-05-21 12:47:37.191853
732,4.08,2018-05-21 12:47:37.292086
733,4.09,2018-05-21 12:47:37.493376
734,4.08,2018-05-21 12:47:37.593643
735,4.13,2018-05-21 12:47:37.794176
736,4.14,2018-05-21 12:47:37.896325
737,4.16,2018-05-21 12:47:38.096437
738,4.17,2018-05-21 12:47:38.196781
739,4.18,2018-05-21 12:47:38.399489
740,4.19,2018-05-21 12:47:38.498000
741,4.2,2018-05-21 12:47:38.698390
742,4.22,2018-05-21 12:47:38.798628
743,4.22,2018-05-21 12:47:39.003241
744,4.23,2018-05-21 12:47:39.103412
745,4.24,2018-05-21 12:47:39.303967
746,4.25,2018-05-21 12:47:39.409279
747,4.26,2018-05-21 12:47:39.607117
748,4.26,2018-05-21 12:47:39.707369
749,4.27,2018-05-21 12:47:39.912071
750,4.28,2018-05-21 12:47:40.011640
751,4.29,2018-05-21 12:47:40.212354
752,4.3,2018-05-21 12:47:40.312634
753,4.3,2018-05-21 12:47:40.513160
754,4.31,2018-05-21 12:47:40.613365
755,4.32,2018-05-21 12:47:40.813993
756,4.32,2018-05-21 12:47:40.918392
757,4.33,2018-05-21 12:47:41.116649
758,4.33,2018-05-21 12:47:41.217058
759,4.34,2018-05-21 12:47:41.417767
760,4.34,2018-05-21 12:47:41.518114
761,4.35,2018-05-21 12:47:41.718543
762,4.36,2018-05-21 12:47:41.818775
763,4.36,2018-05-21 12:47:42.021813
764,4.37,2018-05-21 12:47:42.122007
765,4.38,2018-05-21 12:47:42.322673
766,4.38,2018-05-21 12:47:42.523802
767,4.38,2018-05-21 12:47:42.624104
768,4.39,2018-05-21 12:47:42.824865
769,4.39,2018-05-21 12:47:42.927012
770,4.4,2018-05-21 12:47:43.127354
771,4.4,2018-05-21 12:47:43.227799
772,4.4,2018-05-21 12:47:43.429908
773,4.41,2018-05-21 12:47:43.529520
774,4.41,2018-05-21 12:47:43.730073
775,4.42,2018-05-21 12:47:43.830558
776,4.42,2018-05-21 12:47:44.032561
777,4.43,2018-05-21 12:47:44.132979
778,4.43,2018-05-21 12:47:44.333994
779,4.43,2018-05-21 12:47:44.435407
780,4.44,2018-05-21 12:47:44.635694
781,4.45,2018-05-21 12:47:44.736086
782,4.45,2018-05-21 12:47:44.940696
783,4.45,2018-05-21 12:47:45.037294
784,4.46,2018-05-21 12:47:45.237702
785,4.46,2018-05-21 12:47:45.337896
786,4.47,2018-05-21 12:47:45.539105
787,4.46,2018-05-21 12:47:45.639470
788,4.47,2018-05-21 12:47:45.840229
789,4.47,2018-05-21 12:47:45.943029
790,4.49,2018-05-21 12:47:46.141274
791,4.49,2018-05-21 12:47:46.241582
792,4.49,2018-05-21 12:47:46.444651
793,4.49,2018-05-21 12:47:46.544376
794,4.49,2018-05-21 12:47:46.745064
795,4.5,2018-05-21 12:47:46.845530
796,4.5,2018-05-21 12:47:47.046417
797,4.5,2018-05-21 12:47:47.146664
798,4.51,2018-05-21 12:47:47.347358
799,4.52,2018-05-21 12:47:47.448812
800,4.52,2018-05-21 12:47:47.649095
801,4.51,2018-05-21 12:47:47.749472
802,4.53,2018-05-21 12:47:47.950999
803,4.53,2018-05-21 12:47:48.051336
804,4.53,2018-05-21 12:47:48.252125
805,4.53,2018-05-21 12:47:48.352736
806,4.54,2018-05-21 12:47:48.553574
807,4.54,2018-05-21 12:47:48.653816
808,4.54,2018-05-21 12:47:48.854691
809,4.54,2018-05-21 12:47:48.966727
810,4.55,2018-05-21 12:47:49.158953
811,4.55,2018-05-21 12:47:49.259324
812,4.55,2018-05-21 12:47:49.472423
813,4.55,2018-05-21 12:47:49.564162
814,4.55,2018-05-21 12:47:49.765059
815,4.56,2018-05-21 12:47:49.865477
816,4.56,2018-05-21 12:47:50.068666
817,4.56,2018-05-21 12:47:50.168960
818,4.57,2018-05-21 12:47:50.369810
819,4.57,2018-05-21 12:47:50.474823
820,4.57,2018-05-21 12:47:50.675373
821,4.57,2018-05-21 12:47:50.775591
822,4.57,2018-05-21 12:47:50.976101
823,4.58,2018-05-21 12:47:51.076371
824,4.58,2018-05-21 12:47:51.276918
825,4.59,2018-05-21 12:47:51.377536
826,4.59,2018-05-21 12:47:51.578127
827,4.59,2018-05-21 12:47:51.678530
828,4.6,2018-05-21 12:47:51.879289
829,4.59,2018-05-21 12:47:52.079881
830,4.6,2018-05-21 12:47:52.180173
831,4.6,2018-05-21 12:47:52.380759
832,4.6,2018-05-21 12:47:52.480982
833,4.61,2018-05-21 12:47:52.681477
834,4.61,2018-05-21 12:47:52.781719
835,4.61,2018-05-21 12:47:52.987706
836,4.61,2018-05-21 12:47:53.088121
837,4.61,2018-05-21 12:47:53.288672
838,4.61,2018-05-21 12:47:53.399742
839,4.62,2018-05-21 12:47:53.595550
840,4.62,2018-05-21 12:47:53.695779
841,4.62,2018-05-21 12:47:53.902023
842,4.63,2018-05-21 12:47:54.001171
843,4.62,2018-05-21 12:47:54.201614
844,4.63,2018-05-21 12:47:54.301875
845,4.63,2018-05-21 12:47:54.508201
846,4.63,2018-05-21 12:47:54.608412
847,4.63,2018-05-21 12:47:54.808906
848,4.64,2018-05-21 12:47:54.915005
849,4.64,2018-05-21 12:47:55.110130
850,4.64,2018-05-21 12:47:55.210446
851,4.64,2018-05-21 12:47:55.414535
852,4.65,2018-05-21 12:47:55.513609
853,4.65,2018-05-21 12:47:55.714504
854,4.64,2018-05-21 12:47:55.814756
855,4.65,2018-05-21 12:47:56.015693
856,4.65,2018-05-21 12:47:56.116136
857,4.65,2018-05-21 12:47:56.317164
858,4.66,2018-05-21 12:47:56.422683
859,4.65,2018-05-21 12:47:56.618332
860,4.66,2018-05-21 12:47:56.718555
861,4.66,2018-05-21 12:47:56.920759
862,4.66,2018-05-21 12:47:57.019786
863,4.66,2018-05-21 12:47:57.220394
864,4.67,2018-05-21 12:47:57.320709
865,4.67,2018-05-21 12:47:57.522153
866,4.67,2018-05-21 12:47:57.622462
867,4.67,2018-05-21 12:47:57.823201
868,4.67,2018-05-21 12:47:57.924476
869,4.67,2018-05-21 12:47:58.125271
870,4.68,2018-05-21 12:47:58.225746
871,4.68,2018-05-21 12:47:58.429464
872,4.68,2018-05-21 12:47:58.527857
873,4.68,2018-05-21 12:47:58.728625
874,4.68,2018-05-21 12:47:58.829005
875,4.69,2018-05-21 12:47:59.029968
876,4.69,2018-05-21 12:47:59.130157
877,4.69,2018-05-21 12:47:59.330828
878,4.69,2018-05-21 12:47:59.436256
879,4.69,2018-05-21 12:47:59.632462
880,4.69,2018-05-21 12:47:59.732706
881,4.69,2018-05-21 12:47:59.936082
882,4.69,2018-05-21 12:48:00.035871
883,4.69,2018-05-21 12:48:00.236833
884,4.7,2018-05-21 12:48:00.337343
885,4.7,2018-05-21 12:48:00.539446
886,4.7,2018-05-21 12:48:00.639711
887,4.7,2018-05-21 12:48:00.840189
888,4.71,2018-05-21 12:48:00.941912
889,4.71,2018-05-21 12:48:01.142361
890,4.71,2018-05-21 12:48:01.242603
891,4.71,2018-05-21 12:48:01.445532
892,4.71,2018-05-21 12:48:01.545359
893,4.71,2018-05-21 12:48:01.745856
894,4.71,2018-05-21 12:48:01.846095
895,4.71,2018-05-21 12:48:02.047132
896,4.72,2018-05-21 12:48:02.147437
897,4.72,2018-05-21 12:48:02.348065
898,4.72,2018-05-21 12:48:02.548649
899,4.72,2018-05-21 12:48:02.648842
900,4.72,2018-05-21 12:48:02.849320
901,4.72,2018-05-21 12:48:02.951264
902,4.73,2018-05-21 12:48:03.151090
903,4.73,2018-05-21 12:48:03.251320
904,4.73,2018-05-21 12:48:03.455016
905,4.73,2018-05-21 12:48:03.552750
906,4.73,2018-05-21 12:48:03.753147
907,4.73,2018-05-21 12:48:03.853371
908,4.73,2018-05-21 12:48:04.054983
909,4.73,2018-05-21 12:48:04.155232
910,4.73,2018-05-21 12:48:04.356061
911,4.73,2018-05-21 12:48:04.458869
912,4.74,2018-05-21 12:48:04.657378
913,4.73,2018-05-21 12:48:04.757638
914,4.74,2018-05-21 12:48:04.959101
915,4.75,2018-05-21 12:48:05.058821
916,4.76,2018-05-21 12:48:05.259214
917,4.77,2018-05-21 12:48:05.359719
918,4.77,2018-05-21 12:48:05.562176
919,4.77,2018-05-21 12:48:05.662583
920,4.78,2018-05-21 12:48:05.863357
921,4.78,2018-05-21 12:48:05.966207
922,4.79,2018-05-21 12:48:06.166231
923,4.79,2018-05-21 12:48:06.266563
924,4.8,2018-05-21 12:48:06.468565
925,4.8,2018-05-21 12:48:06.568390
926,4.8,2018-05-21 12:48:06.769154
927,4.81,2018-05-21 12:48:06.869601
928,4.81,2018-05-21 12:48:07.070265
929,4.8,2018-05-21 12:48:07.170764
930,4.81,2018-05-21 12:48:07.371694
931,4.81,2018-05-21 12:48:07.472942
932,4.81,2018-05-21 12:48:07.673569
933,4.81,2018-05-21 12:48:07.773993
934,4.82,2018-05-21 12:48:07.976744
935,4.82,2018-05-21 12:48:08.075304
936,4.82,2018-05-21 12:48:08.276279
937,4.82,2018-05-21 12:48:08.376512
938,4.83,2018-05-21 12:48:08.578798
939,4.82,2018-05-21 12:48:08.679207
940,4.83,2018-05-21 12:48:08.879956
941,4.83,2018-05-21 12:48:08.981944
942,4.83,2018-05-21 12:48:09.181798
943,4.83,2018-05-21 12:48:09.281970
944,4.83,2018-05-21 12:48:09.485472
945,4.84,2018-05-21 12:48:09.584977
946,4.84,2018-05-21 12:48:09.785478
947,4.84,2018-05-21 12:48:09.885922
948,4.84,2018-05-21 12:48:10.089329
949,4.84,2018-05-21 12:48:10.189826
950,4.84,2018-05-21 12:48:10.390566
951,4.84,2018-05-21 12:48:10.495767
952,4.84,2018-05-21 12:48:10.691944
953,4.84,2018-05-21 12:48:10.892774
954,4.85,2018-05-21 12:48:10.994589
955,4.85,2018-05-21 12:48:11.193933
956,4.85,2018-05-21 12:48:11.294348
957,4.85,2018-05-21 12:48:11.503631
958,4.85,2018-05-21 12:48:11.595485
959,4.85,2018-05-21 12:48:11.795883
960,4.85,2018-05-21 12:48:11.896121
961,4.86,2018-05-21 12:48:12.098537
962,4.86,2018-05-21 12:48:12.198779
963,4.86,2018-05-21 12:48:12.399760
964,4.86,2018-05-21 12:48:12.503519
965,4.86,2018-05-21 12:48:12.702515
966,4.86,2018-05-21 12:48:12.802937
967,4.87,2018-05-21 12:48:13.009397
968,4.87,2018-05-21 12:48:13.109835
969,4.87,2018-05-21 12:48:13.310581
970,4.86,2018-05-21 12:48:13.410961
971,4.86,2018-05-21 12:48:13.611502
972,4.87,2018-05-21 12:48:13.711772
973,4.87,2018-05-21 12:48:13.912580
974,4.87,2018-05-21 12:48:14.012868
975,4.87,2018-05-21 12:48:14.213381
976,4.88,2018-05-21 12:48:14.313685
977,4.87,2018-05-21 12:48:14.514351
978,4.88,2018-05-21 12:48:14.614536
979,4.88,2018-05-21 12:48:14.815494
980,4.88,2018-05-21 12:48:14.915976
981,4.88,2018-05-21 12:48:15.116597
982,4.88,2018-05-21 12:48:15.216921
983,4.88,2018-05-21 12:48:15.417671
984,4.89,2018-05-21 12:48:15.517833
985,4.88,2018-05-21 12:48:15.718443
986,4.89,2018-05-21 12:48:15.818830
987,4.89,2018-05-21 12:48:16.019434
988,4.89,2018-05-21 12:48:16.119609
989,4.89,2018-05-21 12:48:16.320085
990,4.89,2018-05-21 12:48:16.429887
991,4.9,2018-05-21 12:48:16.629479
992,4.9,2018-05-21 12:48:16.729921
993,4.9,2018-05-21 12:48:16.933560
994,4.9,2018-05-21 12:48:17.034742
995,4.9,2018-05-21 12:48:17.235689
996,4.9,2018-05-21 12:48:17.336067
997,4.9,2018-05-21 12:48:17.536571
998,4.9,2018-05-21 12:48:17.637833
999,4.9,2018-05-21 12:48:17.840383
1000,4.9,2018-05-21 12:48:17.939942
1001,4.9,2018-05-21 12:48:18.140330
1002,4.9,2018-05-21 12:48:18.240591
1003,4.9,2018-05-21 12:48:18.445530
1004,4.9,2018-05-21 12:48:18.542547
1005,4.91,2018-05-21 12:48:18.747005
1006,4.91,2018-05-21 12:48:18.847577
1007,4.91,2018-05-21 12:48:19.052743
1008,4.91,2018-05-21 12:48:19.152058
1009,4.91,2018-05-21 12:48:19.353403
1010,4.91,2018-05-21 12:48:19.455068
1011,4.91,2018-05-21 12:48:19.654369
1012,4.91,2018-05-21 12:48:19.754619
1013,4.92,2018-05-21 12:48:19.962474
1014,4.92,2018-05-21 12:48:20.060482
1015,4.92,2018-05-21 12:48:20.260987
1016,4.91,2018-05-21 12:48:20.361571
1017,4.91,2018-05-21 12:48:20.562319
1018,4.92,2018-05-21 12:48:20.662485
1019,4.92,2018-05-21 12:48:20.863462
1020,4.92,2018-05-21 12:48:20.964404
1021,4.92,2018-05-21 12:48:21.164687
1022,4.92,2018-05-21 12:48:21.265206
1023,4.92,2018-05-21 12:48:21.468619
1024,4.92,2018-05-21 12:48:21.568036
1025,4.92,2018-05-21 12:48:21.768618
1026,4.92,2018-05-21 12:48:21.868864
1027,4.92,2018-05-21 12:48:22.070985
1028,4.92,2018-05-21 12:48:22.171191
1029,4.92,2018-05-21 12:48:22.371892
1030,4.92,2018-05-21 12:48:22.573433
1031,4.93,2018-05-21 12:48:22.673610
1032,4.93,2018-05-21 12:48:22.874290
1033,4.93,2018-05-21 12:48:22.978580
1034,4.94,2018-05-21 12:48:23.179931
1035,4.93,2018-05-21 12:48:23.291321
1036,4.94,2018-05-21 12:48:23.389199
1037,4.93,2018-05-21 12:48:23.588825
1038,4.94,2018-05-21 12:48:23.688657
1039,4.94,2018-05-21 12:48:23.889641
1040,4.94,2018-05-21 12:48:24.090817
1041,4.93,2018-05-21 12:48:24.191117
1042,4.94,2018-05-21 12:48:24.392030
1043,4.94,2018-05-21 12:48:24.493262
1044,4.94,2018-05-21 12:48:24.693106
1045,4.94,2018-05-21 12:48:24.793632
1046,4.94,2018-05-21 12:48:24.999031
1047,4.94,2018-05-21 12:48:25.096293
1048,4.94,2018-05-21 12:48:25.297050
1049,4.94,2018-05-21 12:48:25.397427
1050,4.94,2018-05-21 12:48:25.599463
1051,4.95,2018-05-21 12:48:25.700634
1052,4.94,2018-05-21 12:48:25.901684
1053,4.95,2018-05-21 12:48:26.003145
1054,4.95,2018-05-21 12:48:26.208797
1055,4.96,2018-05-21 12:48:26.309884
1056,4.95,2018-05-21 12:48:26.420738
1057,4.95,2018-05-21 12:48:26.621346
1058,4.95,2018-05-21 12:48:26.723899
1059,4.95,2018-05-21 12:48:26.929971
1060,4.95,2018-05-21 12:48:27.030739
1061,4.95,2018-05-21 12:48:27.234370
1062,4.95,2018-05-21 12:48:27.337191
1063,4.95,2018-05-21 12:48:27.542430
1064,4.96,2018-05-21 12:48:27.644409
1065,4.96,2018-05-21 12:48:27.847916
1066,4.96,2018-05-21 12:48:27.948330
1067,4.96,2018-05-21 12:48:28.153579
1068,4.95,2018-05-21 12:48:28.253950
1069,4.96,2018-05-21 12:48:28.455003
1070,4.96,2018-05-21 12:48:28.558019
1071,4.96,2018-05-21 12:48:28.758402
1072,4.96,2018-05-21 12:48:28.858808
1073,4.96,2018-05-21 12:48:29.059416
1074,4.96,2018-05-21 12:48:29.159829
1075,4.96,2018-05-21 12:48:29.360979
1076,4.96,2018-05-21 12:48:29.461213
1077,4.96,2018-05-21 12:48:29.670569
1078,4.96,2018-05-21 12:48:29.771933
1079,4.96,2018-05-21 12:48:29.990668
1080,4.96,2018-05-21 12:48:30.087108
1081,4.96,2018-05-21 12:48:30.287565
1082,4.96,2018-05-21 12:48:30.388068
1083,4.96,2018-05-21 12:48:30.590602
1084,4.96,2018-05-21 12:48:30.691547
1085,4.97,2018-05-21 12:48:30.895507
1086,4.96,2018-05-21 12:48:31.000582
1087,4.96,2018-05-21 12:48:31.198977
1088,4.96,2018-05-21 12:48:31.299160
1089,4.97,2018-05-21 12:48:31.502132
1090,4.97,2018-05-21 12:48:31.602649
1091,4.97,2018-05-21 12:48:31.809974
1092,4.97,2018-05-21 12:48:31.908570
1093,4.97,2018-05-21 12:48:32.111138
1094,4.96,2018-05-21 12:48:32.215382
1095,4.97,2018-05-21 12:48:32.416341
1096,4.97,2018-05-21 12:48:32.521836
1097,4.97,2018-05-21 12:48:32.717846
1098,4.98,2018-05-21 12:48:32.818095
1099,4.98,2018-05-21 12:48:33.021165
1100,4.98,2018-05-21 12:48:33.121070
1101,4.97,2018-05-21 12:48:33.321453
1102,4.97,2018-05-21 12:48:33.421756
1103,4.97,2018-05-21 12:48:33.622786
1104,4.98,2018-05-21 12:48:33.723085
1105,4.97,2018-05-21 12:48:33.923776
1106,4.97,2018-05-21 12:48:34.025560
1107,4.98,2018-05-21 12:48:34.225631
1108,4.97,2018-05-21 12:48:34.325842
1109,4.98,2018-05-21 12:48:34.527630
1110,4.98,2018-05-21 12:48:34.627887
1111,4.98,2018-05-21 12:48:34.828381
1112,4.97,2018-05-21 12:48:34.928631
1113,4.98,2018-05-21 12:48:35.131719
1114,4.98,2018-05-21 12:48:35.231969
1115,4.98,2018-05-21 12:48:35.432526
1116,4.98,2018-05-21 12:48:35.535694
1117,4.98,2018-05-21 12:48:35.733649
1118,4.98,2018-05-21 12:48:35.833867
1119,4.98,2018-05-21 12:48:36.035647
1120,4.98,2018-05-21 12:48:36.135541
1121,4.98,2018-05-21 12:48:36.336047
1122,4.98,2018-05-21 12:48:36.436735
1123,4.99,2018-05-21 12:48:36.638513
1124,4.98,2018-05-21 12:48:36.738662
1125,4.98,2018-05-21 12:48:36.939143
1126,4.98,2018-05-21 12:48:37.040443
1127,4.99,2018-05-21 12:48:37.240455
1128,4.98,2018-05-21 12:48:37.441282
1129,4.99,2018-05-21 12:48:37.543217
1130,4.99,2018-05-21 12:48:37.743976
1131,4.99,2018-05-21 12:48:37.844138
1132,4.99,2018-05-21 12:48:38.046602
1133,4.98,2018-05-21 12:48:38.147050
1134,4.99,2018-05-21 12:48:38.257068
1135,4.99,2018-05-21 12:48:38.455763
1136,4.99,2018-05-21 12:48:38.556930
1137,4.99,2018-05-21 12:48:38.759087
1138,4.99,2018-05-21 12:48:38.859670
1139,4.99,2018-05-21 12:48:39.062594
1140,4.99,2018-05-21 12:48:39.162446
1141,4.99,2018-05-21 12:48:39.363067
1142,4.99,2018-05-21 12:48:39.568955
1143,4.99,2018-05-21 12:48:39.667684
1144,5.0,2018-05-21 12:48:39.772539
1145,5.0,2018-05-21 12:48:39.971447
1146,4.99,2018-05-21 12:48:40.171505
1147,5.0,2018-05-21 12:48:40.278921
1148,5.0,2018-05-21 12:48:40.381511
1149,5.0,2018-05-21 12:48:40.582838
1150,5.0,2018-05-21 12:48:40.687963
1151,5.0,2018-05-21 12:48:40.884093
1152,5.0,2018-05-21 12:48:40.984618
1153,5.0,2018-05-21 12:48:41.194482
1154,5.0,2018-05-21 12:48:41.292477
1155,5.0,2018-05-21 12:48:41.494521
1156,5.0,2018-05-21 12:48:41.596014
1157,5.0,2018-05-21 12:48:41.799182
1158,5.0,2018-05-21 12:48:41.904692
1159,5.0,2018-05-21 12:48:42.106112
1160,5.0,2018-05-21 12:48:42.208901
1161,5.0,2018-05-21 12:48:43.431018
1162,5.0,2018-05-21 12:48:43.631399
1163,5.0,2018-05-21 12:48:43.731777
1164,5.01,2018-05-21 12:48:43.939414
1165,5.0,2018-05-21 12:48:44.039715
1166,5.0,2018-05-21 12:48:44.240242
1167,5.0,2018-05-21 12:48:44.352193
1168,5.01,2018-05-21 12:48:44.548028
1169,5.01,2018-05-21 12:48:44.648277
1170,5.01,2018-05-21 12:48:44.851851
1171,5.0,2018-05-21 12:48:44.950900
1172,5.0,2018-05-21 12:48:45.151407
1173,5.01,2018-05-21 12:48:45.251627
1174,5.01,2018-05-21 12:48:45.456360
1175,5.01,2018-05-21 12:48:45.556652
1176,5.0,2018-05-21 12:48:45.760387
1177,5.01,2018-05-21 12:48:45.861860
1178,5.01,2018-05-21 12:48:46.060836
1179,5.01,2018-05-21 12:48:46.162578
1180,5.02,2018-05-21 12:48:46.368557
1181,5.02,2018-05-21 12:48:46.464848
1182,5.01,2018-05-21 12:48:46.665821
1183,5.01,2018-05-21 12:48:46.766238
1184,5.02,2018-05-21 12:48:46.968274
1185,5.01,2018-05-21 12:48:47.068658
1186,5.01,2018-05-21 12:48:47.269524
1187,5.02,2018-05-21 12:48:47.372525
1188,5.01,2018-05-21 12:48:47.572021
1189,5.01,2018-05-21 12:48:47.672427
1190,5.02,2018-05-21 12:48:47.873394
1191,5.02,2018-05-21 12:48:47.973694
1192,5.02,2018-05-21 12:48:48.174514
1193,5.01,2018-05-21 12:48:48.274937
1194,5.01,2018-05-21 12:48:48.478133
1195,5.02,2018-05-21 12:48:48.578282
1196,5.02,2018-05-21 12:48:48.779019
1197,5.02,2018-05-21 12:48:48.886508
1198,5.02,2018-05-21 12:48:49.083403
1199,5.01,2018-05-21 12:48:49.183641
1200,5.02,2018-05-21 12:48:49.388853
1201,5.02,2018-05-21 12:48:49.489031
1202,5.02,2018-05-21 12:48:49.689772
1203,5.02,2018-05-21 12:48:49.790143
1204,5.02,2018-05-21 12:48:49.991104
1205,5.02,2018-05-21 12:48:50.091365
1206,5.02,2018-05-21 12:48:50.291798
1207,5.02,2018-05-21 12:48:50.398154
1208,5.02,2018-05-21 12:48:50.593961
1209,5.02,2018-05-21 12:48:50.694228
1210,5.02,2018-05-21 12:48:50.897785
1211,5.02,2018-05-21 12:48:50.996938
1212,5.02,2018-05-21 12:48:51.197734
1213,5.02,2018-05-21 12:48:51.298059
1214,5.02,2018-05-21 12:48:51.500309
1215,5.02,2018-05-21 12:48:51.701045
1216,5.02,2018-05-21 12:48:51.801426
1217,5.02,2018-05-21 12:48:52.004415
1218,5.02,2018-05-21 12:48:52.104629
1219,5.02,2018-05-21 12:48:52.305150
1220,5.02,2018-05-21 12:48:52.410259
1221,5.02,2018-05-21 12:48:52.609610
1222,5.02,2018-05-21 12:48:52.709868
1223,5.03,2018-05-21 12:48:52.913549
1224,5.02,2018-05-21 12:48:53.011254
1225,5.02,2018-05-21 12:48:53.212068
1226,5.02,2018-05-21 12:48:53.312518
1227,5.03,2018-05-21 12:48:53.515429
1228,5.03,2018-05-21 12:48:53.615616
1229,5.02,2018-05-21 12:48:53.816087
1230,5.02,2018-05-21 12:48:53.920078
1231,5.02,2018-05-21 12:48:54.118014
1232,5.03,2018-05-21 12:48:54.218238
1233,5.03,2018-05-21 12:48:54.421639
1234,5.03,2018-05-21 12:48:54.521118
1235,5.02,2018-05-21 12:48:54.721549
1236,5.03,2018-05-21 12:48:54.821772
1237,5.02,2018-05-21 12:48:55.023572
1238,5.03,2018-05-21 12:48:55.123943
1239,5.03,2018-05-21 12:48:55.324706
1240,5.02,2018-05-21 12:48:55.429697
1241,5.03,2018-05-21 12:48:55.626901
1242,5.03,2018-05-21 12:48:55.727059
1243,5.03,2018-05-21 12:48:55.934853
1244,5.02,2018-05-21 12:48:56.028261
1245,5.02,2018-05-21 12:48:56.229270
1246,5.04,2018-05-21 12:48:56.330468
1247,5.03,2018-05-21 12:48:56.533731
1248,5.03,2018-05-21 12:48:56.633122
1249,5.03,2018-05-21 12:48:56.846685
1250,5.03,2018-05-21 12:48:56.945917
1251,5.03,2018-05-21 12:48:57.155228
1252,5.03,2018-05-21 12:48:57.253114
